Image,Dice,IoU,Sensitivity,Specificity,Precision,F1_Score,TP,TN,FP,FN
TCGA_DU_8166_19970322_15.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_8165_19970205_4.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_8167_19970402_7.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_8167_19970402_10.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_8168_19970503_16.tif,0.8146,0.6872,0.8601,0.9955,0.7736,0.8146,246,16026,72,40
TCGA_DU_8166_19970322_7.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_8167_19970402_21.tif,0.3566,0.217,0.2289,0.9973,0.8056,0.3566,174,15582,42,586
TCGA_DU_8167_19970402_5.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_8167_19970402_11.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TR_19970726_38.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TP_19970614_16.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TR_19970726_27.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TP_19970614_31.tif,0.1845,0.1016,0.1716,0.9809,0.1995,0.1845,76,15636,305,367
TCGA_DU_A5TR_19970726_12.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16341,0,43
TCGA_DU_8168_19970503_7.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_8168_19970503_6.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TR_19970726_33.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TP_19970614_22.tif,0.705,0.5444,0.7306,0.9959,0.6812,0.705,141,16125,66,52
TCGA_DU_A5TP_19970614_9.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TP_19970614_17.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TR_19970726_4.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TS_19970726_6.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TT_19980318_25.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TS_19970726_16.tif,0.8033,0.6713,0.693,0.9978,0.9553,0.8033,727,15301,34,322
TCGA_DU_A5TT_19980318_11.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TT_19980318_36.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TW_19980228_5.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TW_19980228_31.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TY_19970709_15.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TY_19970709_26.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16167,0,217
TCGA_DU_A5TT_19980318_55.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TW_19980228_24.tif,0.9705,0.9427,0.9691,0.9982,0.972,0.9705,971,15354,28,31
TCGA_DU_A5TT_19980318_9.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_DU_A5TY_19970709_8.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_EZ_7264_20010816_17.tif,0.8818,0.7886,0.7985,0.9997,0.9845,0.8818,317,15982,5,80
TCGA_FG_5962_20000626_39.tif,0.9075,0.8307,0.9253,0.9963,0.8904,0.9075,471,15817,58,38
TCGA_EZ_7264_20010816_4.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_5964_20010511_5.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_5962_20000626_48.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_5962_20000626_5.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_5964_20010511_3.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_6688_20020215_26.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,15862,0,522
TCGA_FG_5964_20010511_19.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_6689_20020326_29.tif,0.9304,0.8698,0.9304,0.9944,0.9304,0.9304,1136,15078,85,85
TCGA_FG_6689_20020326_15.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_6689_20020326_43.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_6689_20020326_14.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_6690_20020226_25.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16345,0,39
TCGA_FG_6690_20020226_51.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_6690_20020226_35.tif,0.848,0.7361,0.8908,0.9985,0.8092,0.848,106,16240,25,13
TCGA_FG_6690_20020226_40.tif,0.0,0.0,1.0,0.9999,0.0,0.0,0,16382,2,0
TCGA_FG_6690_20020226_49.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_6690_20020226_9.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_6691_20020405_6.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_6691_20020405_41.tif,0.0,0.0,1.0,0.9935,0.0,0.0,0,16277,107,0
TCGA_FG_6692_20020606_20.tif,0.6987,0.5369,0.8137,0.9897,0.6121,0.6987,262,15896,166,60
TCGA_FG_6692_20020606_26.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_6692_20020606_11.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_7634_20000128_19.tif,0.8426,0.7279,0.7315,0.9999,0.9933,0.8426,297,15976,2,109
TCGA_FG_6692_20020606_7.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_6692_20020606_14.tif,0.0,0.0,1.0,0.9964,0.0,0.0,0,16325,59,0
TCGA_FG_7643_20021104_12.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_7637_20000922_44.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_7637_20000922_45.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_7637_20000922_1.tif,0.0,0.0,1.0,0.7482,0.0,0.0,0,12258,4126,0
TCGA_FG_7637_20000922_36.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_7637_20000922_20.tif,0.8715,0.7722,0.7795,0.9996,0.988,0.8715,495,15743,6,140
TCGA_FG_7637_20000922_12.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_7637_20000922_21.tif,0.8633,0.7594,0.7695,0.9994,0.9831,0.8633,524,15694,9,157
TCGA_FG_7643_20021104_14.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_7643_20021104_41.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_8189_20030516_22.tif,0.9008,0.8194,0.8939,0.997,0.9077,0.9008,472,15808,48,56
TCGA_FG_7643_20021104_29.tif,0.8502,0.7395,0.8694,0.9976,0.8319,0.8502,193,16123,39,29
TCGA_FG_7643_20021104_22.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_7643_20021104_42.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_A4MT_20020212_2.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_A4MT_20020212_4.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_A4MT_20020212_19.tif,0.9441,0.8941,0.9698,0.9953,0.9197,0.9441,836,15449,73,26
TCGA_FG_A4MT_20020212_29.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_A4MT_20020212_36.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_A4MT_20020212_1.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_8189_20030516_60.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_A4MT_20020212_44.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_A4MU_20030903_2.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_A60K_20040224_31.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_A60K_20040224_48.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16240,0,144
TCGA_FG_A60K_20040224_52.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16228,0,156
TCGA_FG_A60K_20040224_45.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16243,0,141
TCGA_FG_A4MU_20030903_18.tif,0.9387,0.8844,0.9273,0.9938,0.9503,0.9387,1722,14437,90,135
TCGA_FG_A60K_20040224_50.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16220,0,164
TCGA_FG_A60K_20040224_30.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_A4MU_20030903_14.tif,0.9272,0.8643,0.9227,0.9913,0.9317,0.9272,1719,14395,126,144
TCGA_FG_A4MU_20030903_7.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_A60K_20040224_22.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_A4MT_20020212_8.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16134,0,250
TCGA_FG_A60K_20040224_38.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16370,0,14
TCGA_HT_7475_19970918_31.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7475_19970918_9.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_FG_A60K_20040224_67.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7475_19970918_21.tif,0.9159,0.8448,0.984,0.9935,0.8565,0.9159,615,15656,103,10
TCGA_HT_7475_19970918_16.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16351,0,33
TCGA_HT_7475_19970918_20.tif,0.8029,0.6707,0.9554,0.9862,0.6924,0.8029,493,15649,219,23
TCGA_HT_7475_19970918_5.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7473_19970826_27.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7602_19951103_6.tif,0.625,0.4545,0.4545,1.0,1.0,0.625,30,16318,0,36
TCGA_HT_7608_19940304_21.tif,0.7375,0.5841,0.9608,0.9814,0.5984,0.7375,441,15629,296,18
TCGA_HT_7608_19940304_22.tif,0.6169,0.446,0.8958,0.9777,0.4704,0.6169,318,15671,358,37
TCGA_HT_7605_19950916_24.tif,0.7539,0.605,0.6498,0.9986,0.8977,0.7539,193,16065,22,104
TCGA_HT_7602_19951103_13.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7605_19950916_29.tif,0.8829,0.7904,0.8199,0.9993,0.9565,0.8829,264,16050,12,58
TCGA_HT_7616_19940813_1.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7684_19950816_21.tif,0.8983,0.8154,0.9248,0.9958,0.8733,0.8983,455,15826,66,37
TCGA_HT_7616_19940813_16.tif,0.6667,0.5,0.5434,0.9979,0.8623,0.6667,213,15958,34,179
TCGA_HT_7616_19940813_10.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7684_19950816_25.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7680_19970202_5.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16190,0,194
TCGA_HT_7686_19950629_5.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7692_19960724_4.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7690_19960312_10.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7686_19950629_7.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16327,0,57
TCGA_HT_7692_19960724_12.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7684_19950816_4.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7686_19950629_6.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7690_19960312_8.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7686_19950629_9.tif,0.9159,0.8449,0.8767,0.9993,0.9588,0.9159,256,16081,11,36
TCGA_HT_7686_19950629_14.tif,0.8145,0.6871,0.7551,0.9967,0.884,0.8145,404,15796,53,131
TCGA_HT_7692_19960724_15.tif,0.3871,0.24,0.24,1.0,1.0,0.3871,6,16359,0,19
TCGA_HT_7686_19950629_4.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7690_19960312_17.tif,0.9761,0.9533,0.965,0.9992,0.9874,0.9761,1021,15313,13,37
TCGA_HT_7690_19960312_6.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7690_19960312_22.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7692_19960724_7.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7692_19960724_5.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7694_19950404_5.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7856_19950831_27.tif,0.9329,0.8742,0.9218,0.999,0.9443,0.9329,271,16074,16,23
TCGA_HT_7856_19950831_9.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7855_19951020_12.tif,0.9205,0.8527,0.9631,0.9876,0.8815,0.9205,1384,14761,186,53
TCGA_HT_7693_19950520_5.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7860_19960513_14.tif,0.8939,0.8082,0.825,0.9997,0.9754,0.8939,198,16139,5,42
TCGA_HT_7874_19950902_17.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7874_19950902_18.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7879_19981009_16.tif,0.8426,0.728,0.819,0.9982,0.8676,0.8426,190,16123,29,42
TCGA_HT_7877_19980917_27.tif,0.7518,0.6023,0.7744,0.9977,0.7305,0.7518,103,16213,38,30
TCGA_HT_7877_19980917_8.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7860_19960513_9.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7877_19980917_6.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7879_19981009_8.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7881_19981015_64.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7881_19981015_21.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7881_19981015_24.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16276,0,108
TCGA_HT_7881_19981015_68.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7882_19970125_9.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7882_19970125_21.tif,0.8782,0.7828,0.8278,0.9933,0.9351,0.8782,1413,14579,98,294
TCGA_HT_7884_19980913_3.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7884_19980913_4.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7884_19980913_8.tif,0.9383,0.8838,0.9451,0.9985,0.9316,0.9383,327,16014,24,19
TCGA_HT_7884_19980913_7.tif,0.9123,0.8387,0.9319,0.9981,0.8935,0.9123,260,16074,31,19
TCGA_HT_7881_19981015_7.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7884_19980913_5.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7884_19980913_17.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7881_19981015_71.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_7881_19981015_74.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_8106_19970727_3.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_8105_19980826_25.tif,0.9507,0.9061,0.9354,0.9974,0.9666,0.9507,1129,15138,39,78
TCGA_HT_8105_19980826_26.tif,0.9116,0.8376,0.9001,0.9956,0.9234,0.9116,820,15405,68,91
TCGA_HT_8111_19980330_13.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_8111_19980330_22.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_8113_19930809_8.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_8107_19980708_8.tif,0.1858,0.1024,0.7237,0.9717,0.1066,0.1858,55,15847,461,21
TCGA_HT_8113_19930809_17.tif,0.8443,0.7305,0.9247,0.9899,0.7767,0.8443,553,15627,159,45
TCGA_HT_8111_19980330_3.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_8114_19981030_1.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A5RC_19990831_5.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A5RC_19990831_12.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A616_19991226_27.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_8563_19981209_19.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A5RC_19990831_25.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16030,0,354
TCGA_HT_A616_19991226_18.tif,0.8769,0.7808,0.8341,0.9982,0.9243,0.8769,342,15946,28,68
TCGA_HT_A616_19991226_8.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A61A_20000127_49.tif,0.7959,0.661,0.8125,0.9931,0.78,0.7959,390,15794,110,90
TCGA_HT_A61A_20000127_53.tif,0.8219,0.6976,0.9472,0.9924,0.7258,0.8219,323,15921,122,18
TCGA_HT_A61A_20000127_59.tif,0.0,0.0,1.0,0.9985,0.0,0.0,0,16360,24,0
TCGA_HT_A61A_20000127_3.tif,0.0,0.0,1.0,0.9999,0.0,0.0,0,16383,1,0
TCGA_HT_A61A_20000127_5.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A61A_20000127_19.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A61A_20000127_22.tif,0.0,0.0,0.0,1.0,1.0,0.0,0,16377,0,7
TCGA_HT_A61A_20000127_51.tif,0.7746,0.6321,0.9632,0.9876,0.6478,0.7746,366,15805,199,14
TCGA_HT_A61A_20000127_68.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A61A_20000127_48.tif,0.8257,0.7031,0.8402,0.9937,0.8117,0.8257,431,15771,100,82
TCGA_HT_A61A_20000127_34.tif,0.809,0.6793,0.686,0.9996,0.9857,0.809,413,15776,6,189
TCGA_HT_A61B_19991127_74.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A61B_19991127_73.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A61B_19991127_24.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A61A_20000127_85.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A61B_19991127_17.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A61A_20000127_86.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A61B_19991127_4.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
TCGA_HT_A61B_19991127_23.tif,1.0,1.0,1.0,1.0,1.0,1.0,0,16384,0,0
Overall,0.7821,0.6422,0.771,0.9981,0.7935,0.7821,45623,6367865,11875,13549
